"Name","First_Name","Party","Twitter_Id"
"Schmidt ","Dagmar","SPD","0"
"Schmidt","Eugen","AfD","806500455870320641"
"Schmidt","Jan Wenzel","AfD","3321753670"
"Schmidt","Stefan","Bündnis 90/Die Grünen","930725836482928640"
"Schmidt","Uwe","SPD","756629971913891840"
"Schneider ","Carsten","SPD","96783215"
"Schneider","Daniel","SPD","2818603134"
"Schneider","Jörg","AfD","719975730784956416"
"Schnieder","Patrick","CDU/CSU","0"
"Schönberger","Marlene","Bündnis 90/Die Grünen","314230960"
"Scholz","Olaf","SPD","38150247"
"Schraps","Johannes","SPD","0"
"Schreider","Christian","SPD","0"
"Schreiner","Felix","CDU/CSU","0"
"Schrodi","Michael","SPD","0"
"Schröder","Christina-Johanne","Bündnis 90/Die Grünen","724395216"
"Schröder","Ria","FDP","3064795323"
"Schulz","Anja","FDP","0"
"Schulz","Uwe","AfD","19177808"
"Schulz-Asche","Kordula","Bündnis 90/Die Grünen","17870195"
"Schulze","Svenja","SPD","0"
"Schwabe","Frank","SPD","30050484"
"Schwartze","Stefan","SPD","1117526742"
"Schwarz","Andreas","SPD","2226815116"
"Schwarz","Armin","CDU/CSU","0"
"Schwarzelühr-Sutter","Rita","SPD","50932086"
"Seestern-Pauly","Matthias","FDP","0"
"Seidler","Stefan","fraktionslos","0"
"Seif","Detlef","CDU/CSU","0"
"Seiter","Stephan","FDP","743355360367370240"
"Seitz","Thomas","AfD","913358838736310272"
"Seitzl","Lina","SPD","2474314748"
"Sekmen","Melis","Bündnis 90/Die Grünen","289583425"
"Semet","Rainer","FDP","1263786763371380737"
"Sichert","Martin","AfD","918405860862382082"
"Silberhorn","Thomas","CDU/CSU","951489275312443392"
"Simon","Björn","CDU/CSU","0"
"Sitte","Petra","Die Linke","102668707"
"Skudelny","Judith","FDP","948958759560376320"
"Slawik","Nyke","Bündnis 90/Die Grünen","0"
"Sorge","Tino","CDU/CSU","0"
"Spahn","Jens","CDU/CSU","0"
"Spallek","Anne Monika","Bündnis 90/Die Grünen","1066418537969999873"
"Spaniel","Dirk","AfD","810537151729373184"
"Spellerberg","Merle","Bündnis 90/Die Grünen","0"
"Springer","René","AfD","831541837965967361"
"Stadler","Svenja","SPD","3337459024"
"Staffler","Katrin","CDU/CSU","0"
"Stahr","Nina","Bündnis 90/Die Grünen","19530651"
"Stamm-Fibich","Martina","SPD","4017796049"
"Stark-Watzinger","Bettina","FDP","38228691"
"Steffen","Till","Bündnis 90/Die Grünen","1125962791"
"Stefinger","Wolfgang","CDU/CSU","0"
"Stegemann","Albert","CDU/CSU","0"
"Stegner","Ralf","SPD","19041369"
"Stein","Mathias","SPD","46498076"
"Steiniger","Johannes","CDU/CSU","0"
"Steinmüller","Hanna","Bündnis 90/Die Grünen","0"
"Stetten","Christian Freiherr von","CDU/CSU","0"
"Sthamer","Nadja","SPD","1325320336016027648"
"Stier","Dieter","CDU/CSU","0"
"Stockmeier","Konrad","FDP","0"
"Stöber","Klaus","AfD","0"
"Stöcker","Diana","CDU/CSU","0"
"Storch","Beatrix von","AfD","805308596"
"Storjohann","Gero","CDU/CSU","20534846"
"Strack-Zimmermann","Marie-Agnes","FDP","3047392319"
"Stracke","Stephan","CDU/CSU","0"
"Strasser","Benjamin","FDP","29540300"
"Straubinger","Max","CDU/CSU","0"
"Strengmann-Kuhn","Wolfgang","Bündnis 90/Die Grünen","20840049"
"Stüwe","Ruppert","SPD","0"
"Stumpp","Christina","CDU/CSU","0"
"Tatti","Jessica","Die Linke","1020297087970435072"
"Tausend","Claudia","SPD","0"
"Tebroke","Hermann-Josef","CDU/CSU","0"
"Tesfaiesus","Awet","Bündnis 90/Die Grünen","0"
"Teuteberg","Linda","FDP","170964436"
"Teutrine","Jens","FDP","801549587144175616"
"Theurer","Michael","FDP","1108382916"
"Thews","Michael","SPD","409258073"
"Thies","Hans-Jürgen","CDU/CSU","0"
"Thomae","Stephan","FDP","75005687"
"Throm","Alexander","CDU/CSU","0"
"Tillmann","Antje","CDU/CSU","1082925763316367360"
"Timmermann-Fechter","Astrid","CDU/CSU","0"
"Tippelt","Nico","FDP","0"
"Todtenhausen","Manfred","FDP","563706584"
"Töns","Markus","SPD","3522875063"
"Toncar","Florian","FDP","17462171"
"Träger","Carsten","SPD","3577737256"
"Trittin","Jürgen","Bündnis 90/Die Grünen","485751594"
"Troff-Schaffarzyk","Anja","SPD","0"
"Türk-Nachbaur","Derya","SPD","1162689374510886912"
"Uhlig","Katrin","Bündnis 90/Die Grünen","1346462734662193152"
"Ullmann","Andrew","FDP","609972369"
"Ullrich","Frank","SPD","0"
"Ullrich","Gerald","FDP","935456332655874048"
"Ullrich","Volker","CDU/CSU","0"
"Ulrich","Alexander","Die Linke","0"
"Verlinden","Julia","Bündnis 90/Die Grünen","1475734592"
"Vieregge","Kerstin","CDU/CSU","0"
"Völlers","Marja-Liisa","SPD","0"
"Vöpel","Dirk","SPD","0"
"Vogel ","Johannes","FDP","15630931"
"Vogler","Kathrin","Die Linke","21287514"
"Vogt","Oliver","CDU/CSU","0"
"Vries","Christoph de","CDU/CSU","0"
"Wadephul","Johann David","CDU/CSU","0"
"Wagener","Niklas","Bündnis 90/Die Grünen","0"
"Wagener","Robin","Bündnis 90/Die Grünen","0"
"Wagenknecht","Sahra","Die Linke","0"
"Wagner","Carolin","SPD","0"
"Wagner","Johannes","Bündnis 90/Die Grünen","837741064052215815"
"Wallstein","Maja","SPD","0"
"Walter","Hannes","SPD","0"
"Wanderwitz","Marco","CDU/CSU","0"
"Warken","Nina","CDU/CSU","65413134"
"Weeser","Sandra","FDP","858362895075340288"
"Wegge","Carmen","SPD","1086174715239116800"
"Wegling","Melanie","SPD","0"
"Weidel","Alice","AfD","833398209053605888"
"Weingarten","Joe","SPD","811960243353780226"
"Weisgerber","Anja","CDU/CSU","0"
"Weishaupt","Saskia","Bündnis 90/Die Grünen","0"
"Weiss","Maria-Lena","CDU/CSU","0"
"Weiss ","Sabine","CDU/CSU","0"
"Wenzel","Stefan","Bündnis 90/Die Grünen","0"
"Werner","Lena","SPD","38250199"
"Westig","Nicole","FDP","989145249682526213"
"Westphal","Bernd","SPD","1071665423140249600"
"Weyel","Harald","AfD","275208171"
"Whittaker","Kai","CDU/CSU","2479436480"
"Widmann-Mauz","Annette","CDU/CSU","3351905747"
"Wiehle","Wolfgang","AfD","1003656299589132291"
"Wiener","Klaus","CDU/CSU","862247639584317441"
"Wiese","Dirk","SPD","815469233090023424"
"Willsch","Klaus-Peter","CDU/CSU","0"
"Winkelmeier-Becker","Elisabeth","CDU/CSU","0"
"Winkler","Tobias","CDU/CSU","0"
"Winklmann","Tina","Bündnis 90/Die Grünen","0"
"Wirth","Christian","AfD","920193967937019904"
"Wissing","Volker","FDP","20593301"
"Wißler","Janine","Die Linke","143484553"
"Witt","Uwe","AfD","4503658823"
"Wittmann","Mechthilde","CDU/CSU","0"
"Wollmann","Herbert","SPD","0"
"Wulf","Mareike Lotte","CDU/CSU","1037791106518409216"
"Wundrak","Joachim","AfD","1389980178038808581"
"Yüksel","Gülistan","SPD","0"
"Zeulner","Emmi","CDU/CSU","0"
"Ziegler","Kay-Uwe","AfD","0"
"Ziemiak","Paul","CDU/CSU","288696645"
"Zierke","Stefan","SPD","0"
"Zimmermann","Jens","SPD","0"
"Zippelius","Nicolas","CDU/CSU","0"
"Zorn","Armand","SPD","0"
"Zschau","Katrin","SPD","0"
